Mayor65Anos,Conyuge,Dependientes,MesesDeContrato,TelefonoFijo,VariasLineasTelefonicas,ServicioDeInternet,SeguridadOnline,BackupOnline,SeguroEnDispositivo,SoporteTecnico,TVaCable,StreamingDePeliculas,TipoDeContrato,PagoOnline,FormaDePago,CuentaMensual,Churn
1,Si,No,30,Si,No,FibraOptica,No,Si,Si,No,No,No,Mensual,Si,ChequePapel,79.65,Si
0,No,No,17,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Anual,No,ChequePapel,20.15,No
0,Si,No,55,Si,Si,FibraOptica,No,Si,Si,No,Si,No,Mensual,Si,TarjetaDeCredito,94.45,No
0,No,No,58,Si,Si,FibraOptica,Si,No,No,No,No,No,Mensual,Si,DebitoAutomatico,79.8,No
0,No,No,5,Si,No,DSL,Si,No,No,Si,No,No,Mensual,No,ChequeDigital,54.2,Si
1,No,No,1,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Mensual,Si,ChequeDigital,19.45,Si
1,No,No,9,Si,Si,FibraOptica,No,No,No,No,No,No,Mensual,Si,ChequeDigital,74.05,No
0,No,No,26,Si,No,DSL,No,No,No,Si,No,No,Mensual,No,DebitoAutomatico,49.15,No
0,No,No,50,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Bienal,No,TarjetaDeCredito,19.4,No
0,Si,No,72,Si,Si,FibraOptica,Si,Si,Si,Si,Si,Si,Bienal,Si,DebitoAutomatico,113.65,No
0,No,Si,43,Si,No,FibraOptica,Si,Si,No,Si,Si,Si,Anual,Si,TarjetaDeCredito,106.0,No
0,No,No,56,Si,Si,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Bienal,Si,DebitoAutomatico,25.95,No
0,No,No,1,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Mensual,No,ChequePapel,19.1,No
0,Si,Si,72,Si,Si,FibraOptica,No,Si,Si,No,Si,Si,Bienal,Si,ChequeDigital,103.4,Si
0,Si,No,72,Si,Si,FibraOptica,Si,Si,No,Si,No,Si,Bienal,Si,DebitoAutomatico,100.55,No
0,Si,No,36,Si,Si,FibraOptica,No,No,No,No,Si,Si,Mensual,Si,ChequeDigital,95.4,No
0,No,No,5,Si,No,DSL,No,No,Si,Si,Si,Si,Mensual,No,DebitoAutomatico,75.15,No
0,No,No,13,Si,Si,FibraOptica,No,Si,Si,No,No,No,Mensual,Si,ChequeDigital,84.45,Si
1,No,No,44,Si,No,FibraOptica,No,Si,Si,No,No,Si,Anual,No,TarjetaDeCredito,89.15,No
1,Si,Si,70,Si,Si,FibraOptica,No,Si,Si,Si,Si,Si,Anual,Si,ChequeDigital,107.9,No
0,No,No,44,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Anual,No,TarjetaDeCredito,19.5,No
1,Si,No,32,Si,Si,FibraOptica,No,No,No,No,Si,No,Mensual,Si,TarjetaDeCredito,85.95,Si
0,Si,No,69,Si,Si,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Bienal,Si,TarjetaDeCredito,24.95,No
1,No,No,16,Si,No,DSL,No,No,No,Si,Si,No,Mensual,No,ChequeDigital,59.4,Si
1,Si,Si,68,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Anual,No,DebitoAutomatico,19.5,No
0,No,No,16,Si,No,FibraOptica,No,No,No,No,No,No,Mensual,Si,TarjetaDeCredito,69.95,No
0,Si,Si,68,Si,No,DSL,Si,Si,No,Si,Si,Si,Bienal,No,DebitoAutomatico,82.85,No
0,No,No,4,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Mensual,No,ChequePapel,19.0,No
0,Si,Si,26,No,SinServicioTelefonico,DSL,Si,Si,No,Si,No,No,Mensual,No,TarjetaDeCredito,38.85,No
0,No,No,29,No,SinServicioTelefonico,DSL,No,Si,No,No,No,No,Mensual,Si,ChequeDigital,30.6,Si
0,No,Si,5,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Mensual,No,TarjetaDeCredito,20.35,No
0,Si,No,70,Si,Si,FibraOptica,No,Si,Si,No,Si,No,Anual,Si,DebitoAutomatico,95.0,No
0,Si,No,24,Si,No,DSL,Si,No,No,Si,Si,Si,Anual,No,DebitoAutomatico,74.4,No
1,Si,No,72,Si,Si,DSL,Si,Si,Si,Si,No,Si,Bienal,No,DebitoAutomatico,78.45,No
0,No,No,1,Si,No,FibraOptica,No,No,No,Si,No,No,Mensual,Si,ChequePapel,74.3,No
0,Si,No,70,No,SinServicioTelefonico,DSL,No,Si,Si,Si,No,Si,Anual,Si,DebitoAutomatico,51.05,No
0,Si,Si,36,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Mensual,No,DebitoAutomatico,19.2,No
1,No,No,38,Si,Si,FibraOptica,No,No,No,Si,Si,Si,Mensual,Si,ChequeDigital,99.55,Si
0,No,No,17,Si,No,FibraOptica,No,No,No,No,No,No,Mensual,Si,ChequeDigital,70.0,Si
0,Si,Si,41,Si,Si,FibraOptica,No,Si,Si,Si,Si,Si,Anual,Si,DebitoAutomatico,109.1,No
0,No,No,1,Si,No,DSL,No,No,No,No,No,No,Mensual,Si,ChequeDigital,45.3,Si
0,No,No,2,No,SinServicioTelefonico,DSL,No,No,No,Si,No,No,Mensual,No,DebitoAutomatico,29.85,Si
0,No,No,14,Si,No,FibraOptica,No,No,Si,No,No,No,Mensual,No,ChequeDigital,76.45,No
1,No,No,2,Si,No,FibraOptica,No,Si,Si,Si,No,Si,Mensual,Si,TarjetaDeCredito,95.1,Si
0,No,No,1,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Mensual,No,ChequePapel,19.8,Si
0,Si,Si,13,Si,Si,DSL,No,Si,Si,Si,Si,No,Mensual,Si,ChequeDigital,72.8,No
0,No,No,6,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Mensual,No,ChequePapel,18.95,No
0,No,No,4,Si,No,FibraOptica,No,Si,No,No,No,No,Mensual,Si,DebitoAutomatico,76.65,Si
0,Si,Si,5,Si,No,FibraOptica,No,Si,No,Si,Si,Si,Mensual,Si,ChequePapel,99.15,Si
0,Si,No,15,Si,No,FibraOptica,Si,No,Si,No,Si,Si,Mensual,No,ChequeDigital,101.75,No
0,No,No,47,Si,No,FibraOptica,Si,No,No,No,No,No,Mensual,No,TarjetaDeCredito,75.45,No
0,No,No,8,Si,No,DSL,No,No,Si,Si,No,Si,Mensual,No,ChequePapel,64.1,No
0,No,No,17,No,SinServicioTelefonico,DSL,No,No,No,No,No,No,Mensual,Si,ChequePapel,25.65,No
0,Si,Si,15,Si,No,FibraOptica,Si,No,No,No,No,No,Mensual,No,ChequePapel,75.1,No
0,No,No,26,Si,No,FibraOptica,Si,No,Si,Si,No,Si,Anual,Si,DebitoAutomatico,95.85,No
0,No,No,23,Si,Si,DSL,Si,No,No,No,No,No,Mensual,No,ChequeDigital,54.4,No
1,No,No,4,Si,No,FibraOptica,No,Si,No,No,No,No,Mensual,No,ChequeDigital,72.75,No
0,No,Si,29,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Anual,No,ChequePapel,19.85,No
0,No,No,25,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Mensual,No,ChequePapel,19.05,No
0,No,No,9,Si,No,DSL,No,No,No,No,No,No,Mensual,No,ChequePapel,44.95,Si
0,Si,No,18,Si,No,DSL,No,No,Si,No,No,No,Mensual,Si,ChequePapel,49.55,Si
1,No,No,3,Si,Si,FibraOptica,No,No,No,No,Si,Si,Mensual,Si,ChequeDigital,94.85,No
0,Si,Si,69,No,SinServicioTelefonico,DSL,Si,Si,Si,Si,No,No,Bienal,No,DebitoAutomatico,46.25,No
0,No,No,14,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Anual,No,ChequePapel,19.35,No
0,No,No,19,Si,Si,DSL,No,No,No,No,Si,Si,Mensual,No,ChequePapel,69.6,No
1,No,No,39,Si,Si,FibraOptica,No,Si,No,No,No,Si,Mensual,No,ChequeDigital,90.7,No
0,No,No,31,Si,No,FibraOptica,No,Si,Si,No,Si,Si,Mensual,Si,ChequeDigital,101.4,No
0,Si,Si,24,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Anual,No,ChequePapel,20.25,No
0,Si,No,14,Si,No,DSL,No,No,No,Si,No,No,Mensual,No,DebitoAutomatico,48.8,No
0,Si,No,64,Si,No,DSL,Si,Si,Si,Si,No,Si,Bienal,Si,ChequePapel,74.35,No
0,No,No,50,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Anual,Si,ChequePapel,19.35,No
0,Si,Si,52,Si,No,DSL,No,Si,Si,Si,Si,No,Anual,Si,ChequeDigital,68.75,No
0,No,No,28,Si,Si,FibraOptica,No,Si,No,No,Si,Si,Anual,No,ChequeDigital,100.2,No
0,No,No,21,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Bienal,Si,TarjetaDeCredito,20.85,No
0,No,Si,25,Si,No,FibraOptica,No,Si,No,No,Si,Si,Mensual,Si,ChequeDigital,95.9,Si
0,Si,No,17,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Anual,No,ChequePapel,19.35,No
0,Si,No,58,No,SinServicioTelefonico,DSL,No,No,No,No,Si,Si,Anual,Si,TarjetaDeCredito,45.0,No
1,Si,No,17,Si,No,FibraOptica,No,No,No,No,No,Si,Mensual,No,DebitoAutomatico,81.5,Si
0,Si,No,51,Si,Si,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Bienal,No,ChequePapel,25.5,No
0,Si,Si,72,No,SinServicioTelefonico,DSL,Si,No,Si,Si,Si,No,Bienal,No,ChequePapel,48.9,No
0,Si,No,52,Si,No,FibraOptica,Si,No,No,No,Si,No,Mensual,No,ChequeDigital,84.1,Si
0,No,No,27,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Bienal,Si,ChequePapel,19.6,No
0,No,No,3,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Mensual,No,ChequePapel,20.0,No
0,Si,No,64,Si,Si,DSL,Si,Si,Si,Si,No,Si,Bienal,Si,ChequePapel,81.3,No
0,Si,No,45,Si,No,FibraOptica,No,No,No,Si,Si,Si,Bienal,Si,TarjetaDeCredito,95.2,No
1,Si,No,3,No,SinServicioTelefonico,DSL,No,No,No,No,Si,No,Mensual,Si,ChequePapel,36.45,Si
0,Si,No,71,Si,Si,DSL,No,Si,Si,Si,Si,Si,Bienal,Si,TarjetaDeCredito,83.3,No
1,No,No,1,No,SinServicioTelefonico,DSL,No,No,No,No,No,No,Mensual,No,ChequePapel,25.05,Si
0,Si,Si,58,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Bienal,No,TarjetaDeCredito,20.3,No
0,Si,Si,34,Si,No,FibraOptica,No,Si,Si,No,Si,No,Mensual,Si,ChequeDigital,89.85,No
0,No,No,8,Si,No,DSL,Si,No,No,No,No,No,Mensual,Si,ChequeDigital,49.85,Si
0,Si,Si,15,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Mensual,No,ChequePapel,19.8,No
0,Si,Si,66,No,SinServicioTelefonico,DSL,No,No,Si,Si,Si,Si,Bienal,No,DebitoAutomatico,54.65,No
1,No,No,12,No,SinServicioTelefonico,DSL,No,Si,No,No,No,No,Mensual,Si,TarjetaDeCredito,29.35,No
0,No,No,58,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Bienal,Si,DebitoAutomatico,19.15,No
0,Si,Si,3,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Bienal,No,ChequePapel,19.1,No
1,Si,No,43,No,SinServicioTelefonico,DSL,No,Si,Si,No,Si,Si,Mensual,No,TarjetaDeCredito,55.55,Si
0,No,No,9,Si,No,FibraOptica,No,Si,Si,No,No,No,Mensual,No,ChequeDigital,80.55,No
0,No,No,3,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Anual,No,ChequePapel,20.25,No
0,Si,Si,22,Si,No,DSL,No,Si,No,No,Si,Si,Anual,Si,DebitoAutomatico,69.5,Si
0,Si,No,40,Si,Si,FibraOptica,No,Si,Si,No,Si,Si,Anual,Si,DebitoAutomatico,106.0,No
0,No,No,68,Si,Si,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Bienal,No,DebitoAutomatico,25.5,No
0,Si,No,54,Si,Si,FibraOptica,No,Si,Si,No,Si,Si,Mensual,Si,ChequeDigital,104.3,Si
0,No,No,50,Si,Si,DSL,No,Si,No,Si,Si,Si,Bienal,Si,ChequePapel,79.6,No
0,No,No,1,Si,No,DSL,No,No,No,No,No,Si,Mensual,Si,ChequeDigital,55.25,No
0,Si,No,72,Si,Si,DSL,Si,Si,Si,Si,Si,Si,Bienal,No,DebitoAutomatico,88.05,No
0,No,Si,40,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Anual,Si,DebitoAutomatico,20.4,No
0,Si,Si,72,Si,Si,FibraOptica,Si,Si,Si,Si,Si,Si,Bienal,Si,DebitoAutomatico,117.6,No
0,No,No,6,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Mensual,No,ChequePapel,20.0,No
0,No,No,5,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Mensual,Si,TarjetaDeCredito,19.65,No
0,Si,No,48,Si,Si,DSL,No,Si,Si,No,No,Si,Anual,Si,TarjetaDeCredito,70.55,No
0,No,No,1,Si,Si,FibraOptica,No,No,No,No,Si,Si,Mensual,Si,ChequeDigital,93.85,Si
0,Si,Si,64,Si,No,DSL,Si,No,No,Si,Si,No,Anual,No,ChequePapel,65.8,No
0,No,No,17,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Anual,No,TarjetaDeCredito,20.05,No
0,Si,No,40,Si,No,FibraOptica,No,Si,Si,No,No,No,Mensual,Si,ChequeDigital,80.0,No
0,Si,Si,41,No,SinServicioTelefonico,DSL,Si,No,Si,No,No,No,Anual,No,TarjetaDeCredito,35.4,No
1,No,No,51,Si,Si,FibraOptica,No,Si,No,No,No,No,Anual,Si,DebitoAutomatico,79.6,No
0,Si,No,41,Si,Si,FibraOptica,No,Si,No,No,No,No,Mensual,Si,ChequeDigital,80.25,No
0,Si,Si,1,Si,No,DSL,No,No,Si,No,No,No,Mensual,No,ChequePapel,50.45,Si
0,No,No,2,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Mensual,Si,ChequePapel,20.45,No
0,No,No,68,Si,No,FibraOptica,No,Si,Si,No,No,No,Anual,No,TarjetaDeCredito,79.6,No
0,Si,Si,24,Si,Si,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Bienal,No,ChequePapel,24.7,No
0,Si,No,70,Si,Si,DSL,Si,No,Si,Si,No,Si,Bienal,No,TarjetaDeCredito,77.3,No
0,No,No,3,No,SinServicioTelefonico,DSL,No,No,No,Si,No,No,Mensual,Si,ChequeDigital,29.75,No
0,No,No,2,Si,No,DSL,No,No,No,No,No,No,Mensual,No,DebitoAutomatico,44.9,No
0,Si,No,3,No,SinServicioTelefonico,DSL,No,Si,No,No,No,No,Mensual,No,TarjetaDeCredito,29.8,No
0,No,No,7,Si,Si,DSL,No,No,No,Si,Si,Si,Mensual,Si,ChequeDigital,74.65,Si
0,No,No,13,Si,No,DSL,Si,No,No,No,Si,Si,Mensual,Si,ChequeDigital,71.95,No
0,No,No,7,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Mensual,No,ChequePapel,20.75,No
0,Si,Si,12,Si,No,DSL,No,No,No,No,Si,No,Mensual,Si,ChequePapel,56.3,No
0,Si,Si,53,Si,Si,FibraOptica,No,Si,Si,No,Si,Si,Anual,Si,ChequeDigital,105.25,No
0,No,No,12,Si,Si,FibraOptica,No,No,No,No,Si,Si,Mensual,Si,ChequeDigital,94.2,Si
0,Si,Si,63,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Bienal,No,ChequePapel,19.55,No
0,No,No,15,Si,No,DSL,Si,Si,Si,Si,Si,Si,Mensual,No,ChequePapel,84.45,No
0,Si,Si,36,Si,No,DSL,Si,Si,No,No,No,No,Anual,No,ChequePapel,53.65,No
1,Si,No,4,No,SinServicioTelefonico,DSL,No,No,Si,No,No,No,Mensual,Si,ChequeDigital,29.9,No
0,Si,Si,24,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Bienal,No,ChequePapel,19.7,No
0,No,No,61,No,SinServicioTelefonico,DSL,Si,Si,Si,Si,No,No,Anual,No,TarjetaDeCredito,43.7,No
0,No,No,16,Si,Si,DSL,No,Si,No,No,No,No,Mensual,No,ChequeDigital,55.3,No
0,Si,Si,65,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Bienal,Si,TarjetaDeCredito,19.85,No
0,Si,Si,26,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Bienal,No,TarjetaDeCredito,19.65,No
0,No,No,16,Si,No,DSL,No,No,No,Si,No,No,Mensual,Si,ChequePapel,49.45,No
0,Si,No,54,Si,Si,FibraOptica,Si,Si,No,No,Si,Si,Anual,No,DebitoAutomatico,106.55,Si
0,No,No,1,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Mensual,No,ChequePapel,20.1,Si
0,No,Si,5,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Bienal,No,ChequePapel,20.45,No
0,No,No,19,No,SinServicioTelefonico,DSL,No,Si,No,No,No,Si,Mensual,Si,ChequeDigital,39.7,No
0,No,No,10,Si,Si,DSL,Si,No,No,No,No,No,Mensual,Si,TarjetaDeCredito,54.5,No
0,Si,Si,23,Si,No,FibraOptica,No,Si,Si,Si,No,No,Mensual,No,ChequeDigital,83.8,Si
0,No,No,3,Si,No,DSL,No,No,No,No,Si,No,Mensual,No,ChequePapel,55.15,Si
0,No,No,72,Si,Si,FibraOptica,No,Si,Si,Si,Si,Si,Bienal,Si,DebitoAutomatico,111.6,No
1,Si,No,10,Si,Si,FibraOptica,No,No,No,No,No,Si,Mensual,Si,ChequeDigital,86.65,Si
0,Si,Si,10,Si,No,DSL,No,Si,Si,No,No,No,Mensual,Si,ChequePapel,55.55,No
0,Si,No,11,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Anual,Si,ChequePapel,20.55,No
1,No,No,37,Si,Si,FibraOptica,Si,Si,No,No,Si,Si,Mensual,Si,DebitoAutomatico,106.75,Si
0,Si,Si,17,Si,Si,DSL,Si,No,No,Si,No,No,Anual,Si,ChequePapel,62.1,No
0,Si,Si,36,Si,Si,FibraOptica,Si,No,Si,No,Si,Si,Mensual,Si,TarjetaDeCredito,104.5,No
1,No,No,17,Si,No,FibraOptica,No,Si,Si,No,Si,Si,Mensual,Si,ChequeDigital,101.8,No
1,Si,Si,66,Si,Si,FibraOptica,Si,Si,No,Si,Si,Si,Anual,Si,TarjetaDeCredito,110.6,No
0,Si,Si,61,Si,No,DSL,Si,Si,Si,Si,Si,Si,Anual,No,DebitoAutomatico,84.9,No
0,No,No,22,Si,No,FibraOptica,No,Si,No,No,Si,Si,Mensual,Si,ChequePapel,93.2,No
0,No,No,1,No,SinServicioTelefonico,DSL,No,No,No,No,No,No,Mensual,Si,ChequeDigital,24.4,No
0,No,No,6,Si,No,FibraOptica,No,No,No,No,No,No,Mensual,No,TarjetaDeCredito,70.55,No
0,No,No,31,Si,No,FibraOptica,No,Si,No,Si,No,No,Mensual,Si,ChequeDigital,78.45,Si
0,Si,Si,68,Si,No,DSL,Si,Si,Si,Si,Si,Si,Bienal,Si,TarjetaDeCredito,85.0,No
0,Si,Si,34,Si,Si,FibraOptica,No,No,Si,No,Si,No,Mensual,No,ChequeDigital,87.45,Si
0,Si,Si,52,Si,No,FibraOptica,No,Si,Si,Si,No,No,Mensual,No,DebitoAutomatico,85.8,No
0,No,Si,10,Si,No,FibraOptica,No,No,Si,Si,Si,No,Mensual,Si,ChequeDigital,91.1,No
0,Si,Si,29,Si,No,FibraOptica,No,No,No,No,No,No,Mensual,Si,ChequeDigital,70.75,Si
0,Si,Si,72,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Bienal,No,DebitoAutomatico,20.1,No
0,Si,Si,47,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Anual,No,ChequePapel,20.05,No
0,Si,Si,24,Si,Si,DSL,Si,No,No,No,Si,Si,Anual,No,ChequePapel,74.8,No
0,No,No,65,Si,Si,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Anual,No,TarjetaDeCredito,24.8,No
0,No,No,4,Si,Si,FibraOptica,No,No,No,Si,Si,Si,Mensual,Si,ChequePapel,100.85,No
1,Si,No,12,Si,Si,FibraOptica,No,Si,No,No,Si,Si,Mensual,Si,ChequeDigital,101.35,Si
0,No,No,1,Si,Si,FibraOptica,Si,No,No,No,No,No,Mensual,Si,ChequeDigital,81.7,Si
0,No,No,33,Si,No,FibraOptica,No,No,No,No,No,No,Mensual,No,ChequeDigital,68.25,Si
0,No,No,34,Si,No,FibraOptica,No,Si,Si,Si,Si,Si,Mensual,Si,ChequeDigital,105.1,No
0,Si,No,14,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Bienal,No,ChequePapel,20.4,No
0,No,No,4,Si,No,FibraOptica,No,No,No,No,No,Si,Mensual,Si,ChequeDigital,79.15,Si
0,Si,Si,13,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Anual,No,ChequePapel,20.0,No
0,Si,Si,65,Si,Si,DSL,No,Si,No,Si,Si,Si,Bienal,Si,DebitoAutomatico,79.4,No
0,Si,Si,23,Si,No,DSL,Si,No,No,Si,No,No,Anual,No,TarjetaDeCredito,57.2,No
0,Si,No,55,Si,No,DSL,Si,Si,Si,No,No,No,Bienal,No,ChequeDigital,58.6,No
0,Si,No,49,Si,No,FibraOptica,No,Si,No,No,Si,Si,Bienal,Si,ChequeDigital,94.8,No
0,Si,No,60,Si,Si,FibraOptica,No,Si,Si,No,Si,Si,Anual,No,DebitoAutomatico,102.5,No
0,Si,Si,69,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Anual,Si,TarjetaDeCredito,20.35,No
0,No,No,40,Si,Si,FibraOptica,No,No,No,No,Si,No,Mensual,Si,ChequeDigital,84.9,No
0,Si,No,67,Si,No,DSL,Si,Si,No,Si,No,Si,Bienal,Si,TarjetaDeCredito,69.2,No
1,No,No,35,Si,Si,FibraOptica,No,No,No,No,Si,Si,Mensual,Si,ChequeDigital,95.45,Si
0,Si,Si,19,Si,Si,FibraOptica,No,No,No,Si,Si,Si,Anual,Si,ChequeDigital,100.95,Si
0,Si,Si,13,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Bienal,No,ChequePapel,20.85,No
0,No,Si,41,Si,Si,FibraOptica,No,Si,No,No,Si,No,Mensual,Si,DebitoAutomatico,88.5,No
0,No,No,4,No,SinServicioTelefonico,DSL,Si,No,Si,No,No,No,Mensual,No,ChequePapel,35.0,No
0,Si,Si,24,Si,No,DSL,Si,No,No,Si,No,No,Mensual,No,ChequeDigital,55.15,No
0,No,No,5,No,SinServicioTelefonico,DSL,No,Si,No,No,Si,Si,Mensual,Si,TarjetaDeCredito,50.95,No
0,No,No,5,Si,Si,DSL,No,Si,No,No,No,Si,Mensual,Si,ChequeDigital,64.0,No
0,Si,Si,1,Si,No,FibraOptica,No,No,No,No,No,No,Mensual,Si,ChequePapel,69.1,Si
0,Si,Si,72,Si,Si,DSL,Si,Si,Si,Si,Si,No,Bienal,No,DebitoAutomatico,80.2,No
0,No,No,24,Si,No,DSL,No,No,Si,No,No,No,Mensual,Si,TarjetaDeCredito,49.3,No
